domain	clickable_num	auto_type	type	css_selector	text	raw_html
tinytrk.com	2	other	other	div[id*="consent"] a	Estimate	<a href="https://uk.yahoo.com/" id="ybar-logo" class="_yb_1dzop  _yb_8ota9  " data-ylk="slk:guce;elm:logo;sec:ybar;subsec:logo;itc:0;">     <img class="_yb_om71v _yb_g557p _yb_3l3z3" src="https://s.yimg.com/rz/p/yahoo_frontpage_en-US_s_f_p_bestfit_frontpage.png" srcset="https://s.yimg.com/rz/p/yahoo_frontpage_en-US_s_f_p_bestfit_frontpage.png 1x, https://s.yimg.com/rz/p/yahoo_frontpage_en-US_s_f_p_bestfit_frontpage_2x.png 2x" alt=""><img class="_yb_om71v _yb_1dzm2 _yb_3l3z3" src="https://s.yimg.com/rz/p/yahoo_frontpage_en-US_s_f_w_bestfit_frontpage.png" srcset="https://s.yimg.com/rz/p/yahoo_frontpage_en-US_s_f_w_bestfit_frontpage.png 1x, https://s.yimg.com/rz/p/yahoo_frontpage_en-US_s_f_w_bestfit_frontpage_2x.png 2x" alt="">     guce</a>
tinytrk.com	3	policy link	policy link	div[id*="consent"] a	our partners	<a href="/v2/partners?sessionId=3_cc-session_3b171da5-fe46-4ef4-9fde-2efa4fdffe27">our partners</a>
tinytrk.com	4	policy link	policy link	div[id*="consent"] a	Your Privacy Controls	<a href="/redirect?to=https%3A%2F%2Flegal.yahoo.com%2Fie%2Fen%2Fyahoo%2Fprivacy%2Fyourprivacycontrols%2Findex.html&amp;brandDomain=&amp;brandId=yahoo&amp;tos=eu&amp;step=&amp;sessionId=3_cc-session_3b171da5-fe46-4ef4-9fde-2efa4fdffe27&amp;userType=NON_REG" target="_blank">Your Privacy Controls</a>
tinytrk.com	5	policy link	policy link	div[id*="consent"] a	Privacy Policy	<a href="/redirect?to=https%3A%2F%2Flegal.yahoo.com%2Fie%2Fen%2Fyahoo%2Fprivacy%2Findex.html&amp;brandDomain=&amp;brandId=yahoo&amp;tos=eu&amp;step=&amp;sessionId=3_cc-session_3b171da5-fe46-4ef4-9fde-2efa4fdffe27&amp;userType=NON_REG" target="_blank">Privacy Policy</a>
tinytrk.com	6	policy link	policy link	div[id*="consent"] a	Cookie Policy	<a href="/redirect?to=https%3A%2F%2Flegal.yahoo.com%2Fie%2Fen%2Fyahoo%2Fprivacy%2Fcookies%2Findex.html&amp;brandDomain=&amp;brandId=yahoo&amp;tos=eu&amp;step=&amp;sessionId=3_cc-session_3b171da5-fe46-4ef4-9fde-2efa4fdffe27&amp;userType=NON_REG" target="_blank">Cookie Policy</a>
tinytrk.com	7	policy link	policy link	div[id*="consent"] a	here	<a href="/v2/partners?sessionId=3_cc-session_3b171da5-fe46-4ef4-9fde-2efa4fdffe27">here</a>
tinytrk.com	8	more options	more options	div[id*="consent"] a	Manage settings	<a href="/v2/partners?sessionId=3_cc-session_3b171da5-fe46-4ef4-9fde-2efa4fdffe27" class="btn secondary manage-settings" role="button">Manage settings</a>
tinytrk.com	9	duplicate	duplicate	div[id*="consent"] [role='button']	Manage settings	<a href="/v2/partners?sessionId=3_cc-session_3b171da5-fe46-4ef4-9fde-2efa4fdffe27" class="btn secondary manage-settings" role="button">Manage settings</a>
tinytrk.com	10	duplicate	duplicate	div[id*="consent"] [class*="settings"]	Manage settings	<a href="/v2/partners?sessionId=3_cc-session_3b171da5-fe46-4ef4-9fde-2efa4fdffe27" class="btn secondary manage-settings" role="button">Manage settings</a>
tinytrk.com	11	duplicate	duplicate	div[id*="consent"] [class*="settings"]	Manage settings	<a href="/v2/partners?sessionId=3_cc-session_3b171da5-fe46-4ef4-9fde-2efa4fdffe27" class="btn secondary manage-settings" role="button">Manage settings</a>
driving.co.uk	0	preference slider	preference slider	 button 	Store and/or access information on a device	<button tabindex="-1" class="accordion" style="padding: 4px 18px 4px 9px; font-size: 14px; font-weight: 600; color: rgb(29, 29, 27); font-family: &quot;times new roman&quot;, times, serif;">Store and/or access information on a device<span class="chevron down"></span></button>
driving.co.uk	1	other	other	 button 	Personalised ads and content, ad and content measurement, audience insights and product development	<button tabindex="-1" class="accordion" style="padding: 4px 18px 4px 9px; font-size: 14px; font-weight: 600; color: rgb(29, 29, 27); font-family: &quot;times new roman&quot;, times, serif;">Personalised ads and content, ad and content measurement, audience insights and product development<span class="chevron down"></span></button>
driving.co.uk	2	opt-in option	opt-in option	 button 	Actively scan device characteristics for identification	<button tabindex="-1" class="accordion" style="padding: 4px 18px 4px 9px; font-size: 14px; font-weight: 600; color: rgb(29, 29, 27); font-family: &quot;times new roman&quot;, times, serif;">Actively scan device characteristics for identification<span class="chevron down"></span></button>
driving.co.uk	3	more options	more options	 button 	Cookie Settings	<button title="Cookie Settings" class="message-component message-button no-children focusable sp_choice_type_12" style="padding: 10px 15px; margin: 0px 10px 0px 24px; border-width: 1px; border-color: rgb(0, 102, 153); border-radius: 0px; border-style: solid; font-size: 14px; font-weight: 700; color: rgb(0, 102, 153); font-family: &quot;trebuchet ms&quot;, helvetica, sans-serif; width: auto; background: rgb(255, 255, 255);">Cookie Settings</button>
driving.co.uk	4	opt-in option	opt-in option	 button 	I Agree	<button title="I Agree" class="message-component message-button no-children focusable sp_choice_type_11 last-focusable-el" style="padding: 10px 40px; margin: 0px 0px 0px 10px; border-width: 1px; border-color: rgb(0, 102, 153); border-radius: 0px; border-style: solid; font-size: 14px; font-weight: 600; color: rgb(255, 255, 255); font-family: &quot;trebuchet ms&quot;, helvetica, sans-serif; width: auto; background: rgb(0, 102, 153);">I Agree</button>
driving.co.uk	5	policy link	policy link	 a	partners	<a aria-label="partners" target="_blank" href="$$$$:1597760129020" style="color:#006699;text-decoration:underline;font-weight: 400;" class="text-link-0-2 sp_choice_type_12 focusable first-focusable-el" tabindex="0">partners</a>
driving.co.uk	6	policy link	policy link	 a	Privacy Policy	<a target="_blank" href="https://newsprivacy.co.uk/single/" style="color:#006699;text-decoration:underline;font-weight: 400;" class="text-link-0-5-0  focusable" tabindex="0">Privacy Policy</a>
driving.co.uk	7	other	other	 [class*="close"]	X	<span tabindex="0" class="message-stacksclose">X</span>
driving.co.uk	8	duplicate	duplicate	 [class*="button"]	Cookie Settings	<button title="Cookie Settings" class="message-component message-button no-children focusable sp_choice_type_12" style="padding: 10px 15px; margin: 0px 10px 0px 24px; border-width: 1px; border-color: rgb(0, 102, 153); border-radius: 0px; border-style: solid; font-size: 14px; font-weight: 700; color: rgb(0, 102, 153); font-family: &quot;trebuchet ms&quot;, helvetica, sans-serif; width: auto; background: rgb(255, 255, 255);">Cookie Settings</button>
driving.co.uk	9	duplicate	duplicate	 [class*="button"]	I Agree	<button title="I Agree" class="message-component message-button no-children focusable sp_choice_type_11 last-focusable-el" style="padding: 10px 40px; margin: 0px 0px 0px 10px; border-width: 1px; border-color: rgb(0, 102, 153); border-radius: 0px; border-style: solid; font-size: 14px; font-weight: 600; color: rgb(255, 255, 255); font-family: &quot;trebuchet ms&quot;, helvetica, sans-serif; width: auto; background: rgb(0, 102, 153);">I Agree</button>
driving.co.uk	10	other	other	 [id*="custom"]	We Need Your ConsentWe and our partners may store and access personal data such as cookies, device identifiers or other similar technologies on your device and process such data to personalise content and ads, provide social media features and analyse our traffic.Store and/or access information on a deviceCookies, device identifiers, or other information can be stored or accessed on your device for the purposes presented to you.Personalised ads and content, ad and content measurement, audience insights and product developmentAds and content can be personalised based on a profile. More data can be added to better personalise ads and content. Ad and content performance can be measured. Insights about audiences who saw the ads and content can be derived. Data can be used to build or improve user experience, systems and software.Actively scan device characteristics for identificationYour device can be identified based on a scan of your device's unique combination of characteristics.By clicking ‘I Agree’ you will allow the use of these cookies. Your settings can be changed, including withdrawing your consent at any time, by clicking ‘Cookie Settings’.For certain purposes legitimate interests may be relied on, rather than consent. You can read more about this and how to object by clicking ‘Cookie Settings’ below.Privacy PolicyCookie SettingsI Agree	<style id="custom-styles" style="">.line-height {    line-height:20px;}</style>
wmf.com	0	opt-out option	opt-out option	#onetrust-consent-sdk button 	Reject All	<button id="onetrust-reject-all-handler">Reject All</button>
wmf.com	1	opt-in option	opt-in option	#onetrust-consent-sdk button 	Accept All Cookies	<button id="onetrust-accept-btn-handler">Accept All Cookies</button>
wmf.com	2	more options	more options	#onetrust-consent-sdk button 	Cookies Settings	<button id="onetrust-pc-btn-handler" class="cookie-setting-link">Cookies Settings</button>
wmf.com	3	opt-out option	opt-out option	#onetrust-consent-sdk [class*="button"]	Reject All Accept All CookiesCookies Settings	<div id="onetrust-button-group-parent" class="ot-sdk-twelve ot-sdk-columns has-reject-all-button"><div id="onetrust-button-group"><div class="banner-actions-container"><button id="onetrust-reject-all-handler">Reject All</button> <button id="onetrust-accept-btn-handler">Accept All Cookies</button></div><button id="onetrust-pc-btn-handler" class="cookie-setting-link">Cookies Settings</button></div></div>
wmf.com	4	other	other	#onetrust-consent-sdk [class*="button"]	By clicking “Accept All Cookies”, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts.Reject All Accept All CookiesCookies Settings	<div id="ot-sdk-btn-floating" title="Cookies Settings" class="ot-floating-button ot-hide" style=""><div class="ot-floating-button__front custom-persistent-icon"><button type="button" class="ot-floating-button__open" aria-label="Open Preferences"></button></div><div class="ot-floating-button__back custom-persistent-icon"><button type="button" class="ot-floating-button__close"><!--?xml version="1.0" encoding="UTF-8"?--> <svg role="presentation" viewBox="0 0 24 24" version="1.1" xmlns="http://www.w3.org/2000/svg"><g id="Page-1" stroke="none" stroke-width="1" fill="none" fill-rule="evenodd"><g id="Banner_02" class="ot-floating-button__svg-fill" transform="translate(-318.000000, -725.000000)" fill="#ffffff" fill-rule="nonzero"><g id="Group-2" transform="translate(305.000000, 712.000000)"><g id="icon/16px/white/close"><polygon id="Line1" points="13.3333333 14.9176256 35.0823744 36.6666667 36.6666667 35.0823744 14.9176256 13.3333333"></polygon><polygon id="Line2" transform="translate(25.000000, 25.000000) scale(-1, 1) translate(-25.000000, -25.000000) " points="13.3333333 14.9176256 35.0823744 36.6666667 36.6666667 35.0823744 14.9176256 13.3333333"></polygon></g></g></g></g></svg></button></div></div>
wmf.com	5	other	other	#onetrust-consent-sdk [class*="button"]		<div class="ot-floating-button__front custom-persistent-icon"><button type="button" class="ot-floating-button__open" aria-label="Open Preferences"></button></div>
wmf.com	6	other	other	#onetrust-consent-sdk [class*="button"]		<div class="ot-floating-button__back custom-persistent-icon"><button type="button" class="ot-floating-button__close"><!--?xml version="1.0" encoding="UTF-8"?--> <svg role="presentation" viewBox="0 0 24 24" version="1.1" xmlns="http://www.w3.org/2000/svg"><g id="Page-1" stroke="none" stroke-width="1" fill="none" fill-rule="evenodd"><g id="Banner_02" class="ot-floating-button__svg-fill" transform="translate(-318.000000, -725.000000)" fill="#ffffff" fill-rule="nonzero"><g id="Group-2" transform="translate(305.000000, 712.000000)"><g id="icon/16px/white/close"><polygon id="Line1" points="13.3333333 14.9176256 35.0823744 36.6666667 36.6666667 35.0823744 14.9176256 13.3333333"></polygon><polygon id="Line2" transform="translate(25.000000, 25.000000) scale(-1, 1) translate(-25.000000, -25.000000) " points="13.3333333 14.9176256 35.0823744 36.6666667 36.6666667 35.0823744 14.9176256 13.3333333"></polygon></g></g></g></g></svg></button></div>
wmf.com	7	duplicate	duplicate	#onetrust-consent-sdk [id*="accept"]	Accept All Cookies	<button id="onetrust-accept-btn-handler">Accept All Cookies</button>
wmf.com	8	duplicate	duplicate	#onetrust-consent-sdk [class*="custom"]		<div class="ot-floating-button__front custom-persistent-icon"><button type="button" class="ot-floating-button__open" aria-label="Open Preferences"></button></div>
wmf.com	9	duplicate	duplicate	#onetrust-consent-sdk [class*="custom"]		<div class="ot-floating-button__back custom-persistent-icon"><button type="button" class="ot-floating-button__close"><!--?xml version="1.0" encoding="UTF-8"?--> <svg role="presentation" viewBox="0 0 24 24" version="1.1" xmlns="http://www.w3.org/2000/svg"><g id="Page-1" stroke="none" stroke-width="1" fill="none" fill-rule="evenodd"><g id="Banner_02" class="ot-floating-button__svg-fill" transform="translate(-318.000000, -725.000000)" fill="#ffffff" fill-rule="nonzero"><g id="Group-2" transform="translate(305.000000, 712.000000)"><g id="icon/16px/white/close"><polygon id="Line1" points="13.3333333 14.9176256 35.0823744 36.6666667 36.6666667 35.0823744 14.9176256 13.3333333"></polygon><polygon id="Line2" transform="translate(25.000000, 25.000000) scale(-1, 1) translate(-25.000000, -25.000000) " points="13.3333333 14.9176256 35.0823744 36.6666667 36.6666667 35.0823744 14.9176256 13.3333333"></polygon></g></g></g></g></svg></button></div>
awejmp.com	0	opt-in option	opt-in option	div[class*="cookie"] button 	Accept Cookies	<button data-testid="ButtonStyledButton" tabindex="-1" class="sc-eCssSg iRjImk sc-bPjypO duoksO">Accept Cookies</button>
awejmp.com	1	opt-out option	opt-out option	div[class*="cookie"] button 	Manage or reject Cookies	<button data-testid="ButtonStyledButton" tabindex="-1" class="sc-eCssSg iRjImk sc-hrtznJ iEwfBs">Manage or reject Cookies</button>
awejmp.com	2	policy link	policy link	div[class*="cookie"] a	Cookie Policy	<a target="_blank" rel="noopener noreferrer" href="/en/cookies-policy">Cookie Policy</a>
magazineluiza.com.br	0	opt-in option	opt-in option	section[style="grid-area:footer"] ~ [width="100%"] button 	I understood and close	<button data-testid="button-message-box" font-size="0,2,2" font-weight="bold" class="sc-hKwDye elbfpA sc-lmONJn dvKewa" color="#404040">ENTENDI E FECHAR</button>
magazineluiza.com.br	1	policy link	policy link	section[style="grid-area:footer"] ~ [width="100%"] a	Privacy Policy.	<a data-testid="link" href="https://especiais.magazineluiza.com.br/politica-de-privacidade" target="_blank" rel="noopener" color="yellow" font-size="0,2,2" font-weight="bold" class="sc-iUKqMP hTiEsk sc-dvXDii kiHfhN sc-dvXDii kiHfhN">política de privacidade.</a>
anywayanyday.com	0	close option	close option	.cookieNotice [class*="close"]	×	<span class="cookieNotice-close">×</span>
lugbz.org	0	opt-in option	opt-in option	.cookie-revoke-hidden a	OK - Accept	<a href="#" id="cn-accept-cookie" data-cookie-set="accept" class="cn-set-cookie cn-button cn-button-custom button" aria-label="Ok - Accetta">Ok - Accetta</a>
lugbz.org	1	other	opt-out option	.cookie-revoke-hidden a	Neon /	<a href="#" id="cn-refuse-cookie" data-cookie-set="refuse" class="cn-set-cookie cn-button cn-button-custom button" aria-label="Nein/No">Nein/No</a>
lugbz.org	2	policy link	policy link	.cookie-revoke-hidden a	Learn More / Informativa	<a href="https://www.lugbz.org/informationen-zur-verwendung-von-cookiesinformativa-sull-uso-dei-cookie/" target="_blank" id="cn-more-info" class="cn-more-info cn-button cn-button-custom button" aria-label="Mehr erfahren/Informativa">Mehr erfahren/Informativa</a>
lugbz.org	3	other	other	.cookie-revoke-hidden a	This website uses a minimum of functional cookies for proper functionality.When you continue navigation, you agree to the use of these cookies.Questo Sito Utilizza i Cookie Funzionali Strettamente Necessari All'Utilizzo.ProSeguendo Nella Navigazione Si Accetta L'Uso dei Tali Cookie.OK - Experienced Accettanyin / Nomeehr / Informativa	<a href="javascript:void(0);" id="cn-close-notice" data-cookie-set="accept" class="cn-close-icon" aria-label="Ok - Accetta"></a>
lugbz.org	4	opt-in option	opt-in option	.cookie-revoke-hidden span[class*="button"]	OK - Experienced Accettanyin / Nomeehr / Informativa	<span id="cn-notice-buttons" class="cn-buttons-container"><a href="#" id="cn-accept-cookie" data-cookie-set="accept" class="cn-set-cookie cn-button cn-button-custom button" aria-label="Ok - Accetta">Ok - Accetta</a><a href="#" id="cn-refuse-cookie" data-cookie-set="refuse" class="cn-set-cookie cn-button cn-button-custom button" aria-label="Nein/No">Nein/No</a><a href="https://www.lugbz.org/informationen-zur-verwendung-von-cookiesinformativa-sull-uso-dei-cookie/" target="_blank" id="cn-more-info" class="cn-more-info cn-button cn-button-custom button" aria-label="Mehr erfahren/Informativa">Mehr erfahren/Informativa</a></span>
lugbz.org	5	duplicate	duplicate	.cookie-revoke-hidden [class*="close"]	This website uses a minimum of functional cookies for proper functionality.When you continue navigation, you agree to the use of these cookies.Questo Sito Utilizza i Cookie Funzionali Strettamente Necessari All'Utilizzo.ProSeguendo Nella Navigazione Si Accetta L'Uso dei Tali Cookie.OK - Experienced Accettanyin / Nomeehr / Informativa	<a href="javascript:void(0);" id="cn-close-notice" data-cookie-set="accept" class="cn-close-icon" aria-label="Ok - Accetta"></a>
lugbz.org	6	duplicate	duplicate	.cookie-revoke-hidden [class*="button"]	OK - Experienced Accettanyin / Nomeehr / Informativa	<span id="cn-notice-buttons" class="cn-buttons-container"><a href="#" id="cn-accept-cookie" data-cookie-set="accept" class="cn-set-cookie cn-button cn-button-custom button" aria-label="Ok - Accetta">Ok - Accetta</a><a href="#" id="cn-refuse-cookie" data-cookie-set="refuse" class="cn-set-cookie cn-button cn-button-custom button" aria-label="Nein/No">Nein/No</a><a href="https://www.lugbz.org/informationen-zur-verwendung-von-cookiesinformativa-sull-uso-dei-cookie/" target="_blank" id="cn-more-info" class="cn-more-info cn-button cn-button-custom button" aria-label="Mehr erfahren/Informativa">Mehr erfahren/Informativa</a></span>
lugbz.org	7	duplicate	duplicate	.cookie-revoke-hidden [class*="button"]	OK - Accept	<a href="#" id="cn-accept-cookie" data-cookie-set="accept" class="cn-set-cookie cn-button cn-button-custom button" aria-label="Ok - Accetta">Ok - Accetta</a>
lugbz.org	8	duplicate	duplicate	.cookie-revoke-hidden [class*="button"]	Neon /	<a href="#" id="cn-refuse-cookie" data-cookie-set="refuse" class="cn-set-cookie cn-button cn-button-custom button" aria-label="Nein/No">Nein/No</a>
lugbz.org	9	duplicate	duplicate	.cookie-revoke-hidden [class*="button"]	Learn More / Informativa	<a href="https://www.lugbz.org/informationen-zur-verwendung-von-cookiesinformativa-sull-uso-dei-cookie/" target="_blank" id="cn-more-info" class="cn-more-info cn-button cn-button-custom button" aria-label="Mehr erfahren/Informativa">Mehr erfahren/Informativa</a>
lugbz.org	10	duplicate	duplicate	.cookie-revoke-hidden [id*="accept"]	OK - Accept	<a href="#" id="cn-accept-cookie" data-cookie-set="accept" class="cn-set-cookie cn-button cn-button-custom button" aria-label="Ok - Accetta">Ok - Accetta</a>
lugbz.org	11	duplicate	duplicate	.cookie-revoke-hidden [class*="custom"]	OK - Accept	<a href="#" id="cn-accept-cookie" data-cookie-set="accept" class="cn-set-cookie cn-button cn-button-custom button" aria-label="Ok - Accetta">Ok - Accetta</a>
lugbz.org	12	duplicate	duplicate	.cookie-revoke-hidden [class*="custom"]	Neon /	<a href="#" id="cn-refuse-cookie" data-cookie-set="refuse" class="cn-set-cookie cn-button cn-button-custom button" aria-label="Nein/No">Nein/No</a>
lugbz.org	13	duplicate	duplicate	.cookie-revoke-hidden [class*="custom"]	Learn More / Informativa	<a href="https://www.lugbz.org/informationen-zur-verwendung-von-cookiesinformativa-sull-uso-dei-cookie/" target="_blank" id="cn-more-info" class="cn-more-info cn-button cn-button-custom button" aria-label="Mehr erfahren/Informativa">Mehr erfahren/Informativa</a>
techbigs.com	0	opt-in option	opt-in option	#cookie-notice-bar a	Ok	<a id="btn-accept-cookie" href="javascript:void(0)" rel="nofollow">Ok</a>
techbigs.com	1	duplicate	duplicate	#cookie-notice-bar [id*="accept"]	Ok	<a id="btn-accept-cookie" href="javascript:void(0)" rel="nofollow">Ok</a>
doyoureadme.de	0	other	other	 a	We use Mailchimp as our marketing platform. By clicking below to subscribe, you acknowledge that your information will be transferred to Mailchimp for processing. Learn more about Mailchimp's privacy practices here.	<a href="https://www.mailchimp.com/gdpr" target="_blank"><img src="https://cdn-images.mailchimp.com/icons/mailchimp-gdpr.svg" alt="GDPR"></a>
doyoureadme.de	1	policy link	policy link	 a	Learn more about Mailchimp's privacy practices here.	<a href="https://mailchimp.com/legal/terms" target="_blank">Learn more about Mailchimp's privacy practices here.</a>
doyoureadme.de	2	other	other	 a	Made with Mailchimp	<a data-dojo-attach-point="monkeyRewardsLink" href="https://mailchimp.com/monkey-rewards/?utm_source=freemium_popup&amp;utm_medium=popup&amp;utm_campaign=monkey_rewards&amp;utm_content=popup_monkey_rewards&amp;aid=66450ffbc9e6c958f08b02a89&amp;afl=1" target="_blank">        Made with Mailchimp    </a>
doyoureadme.de	3	other	other	 input[type='submit']		<input class="button" type="submit" value="Subscribe" data-dojo-attach-point="submitButton">
doyoureadme.de	4	preference slider	preference slider	 input[type="checkbox"]	E-mail	<input type="checkbox" id="gdpr-5827" name="gdpr[5827]" data-dojo-attach-point="choicesContainer">
doyoureadme.de	5	other	other	 [class*="button"]		<div class="content__button">        <input class="button" type="submit" value="Subscribe" data-dojo-attach-point="submitButton">    </div>
doyoureadme.de	6	duplicate	duplicate	 [class*="button"]		<input class="button" type="submit" value="Subscribe" data-dojo-attach-point="submitButton">
altcointrading.net	0	more options	more options	#ez-cookie-dialog-wrapper button 	Manage Settings	<button id="ez-manage-settings" class="ez-switch-view-btn " onclick="ezCMP.handleShowDetailsClick()">Manage Settings</button>
altcointrading.net	1	opt-in option	opt-in option	#ez-cookie-dialog-wrapper button 	Continue with Recommended Cookies	<button id="ez-accept-all" class="ez-switch-view-btn " onclick="ezCMP.handleAcceptAllClick()" style="color: rgb(0, 0, 0) !important;">Continue with Recommended Cookies</button>
altcointrading.net	2	policy link	policy link	#ez-cookie-dialog-wrapper a	Vendor List	<a id="ez-vendors" href="javascript:void(0);" onclick="ezCMP.handleShowVendorsClick()">Vendor List</a>
altcointrading.net	3	policy link	policy link	#ez-cookie-dialog-wrapper a	Privacy Policy	<a href="https://www.altcointrading.net/about-legal/" target="_privacy">Privacy Policy</a>
altcointrading.net	4	duplicate	duplicate	#ez-cookie-dialog-wrapper [id*="accept"]	Continue with Recommended Cookies	<button id="ez-accept-all" class="ez-switch-view-btn " onclick="ezCMP.handleAcceptAllClick()" style="color: rgb(0, 0, 0) !important;">Continue with Recommended Cookies</button>
luminati-china.io	0	policy link	policy link	.allow-cookie-notification a	Privacy Policy	<a class="link" href="/privacy">Privacy Policy</a>
luminati-china.io	1	policy link	policy link	.allow-cookie-notification a	Cookie Policy	<a class="link" href="/cookie">Cookie Policy</a>
luminati-china.io	2	opt-in option	opt-in option	.allow-cookie-notification a	Agree	<a class="btn-agree">Agree</a>
apassion4jazz.net	0	policy link	policy link	.cc-banner a	Privacy Policy	<a aria-label="learn more about cookies" role="button" tabindex="0" class="cc-link" href="https://www.apassion4jazz.net/privacy.html" target="_blank">Privacy Policy</a>
apassion4jazz.net	1	opt-in option	opt-in option	.cc-banner a	Got it!	<a aria-label="dismiss cookie message" role="button" tabindex="0" class="cc-btn cc-dismiss">Got it!</a>
apassion4jazz.net	2	duplicate	duplicate	.cc-banner [role='button']	Privacy Policy	<a aria-label="learn more about cookies" role="button" tabindex="0" class="cc-link" href="https://www.apassion4jazz.net/privacy.html" target="_blank">Privacy Policy</a>
apassion4jazz.net	3	duplicate	duplicate	.cc-banner [role='button']	Got it!	<a aria-label="dismiss cookie message" role="button" tabindex="0" class="cc-btn cc-dismiss">Got it!</a>
goikogrill.com	0	policy link	policy link	#CybotCookiebotDialog a	Cookies policy	<a href="https://www.goiko.com/politica_de_cookies/" target="_blank" style="">Política de Cookies</a>
goikogrill.com	1	duplicate	duplicate	#CybotCookiebotDialog a	Cookies policy	<a href="https://www.goiko.com/politica_de_cookies/" target="_blank" style="">Política de Cookies</a>
goikogrill.com	2	other	other	#CybotCookiebotDialog a	Reject all cookies	<a id="CybotCookiebotDialogBodyButtonDecline" class="CybotCookiebotDialogBodyButton" href="#" tabindex="0" lang="es">Rechazar todas las cookies</a>
goikogrill.com	3	other	other	#CybotCookiebotDialog a	Accept	<a id="CybotCookiebotDialogBodyButtonAccept" class="CybotCookiebotDialogBodyButton" href="#" tabindex="0" lang="es">Aceptar</a>
goikogrill.com	4	other	other	#CybotCookiebotDialog a	Show details	<a id="CybotCookiebotDialogBodyButtonDetails" class="CybotCookiebotDialogBodyLink" href="#" tabindex="0" lang="es">Mostrar detalles</a>
goikogrill.com	5	other	other	#CybotCookiebotDialog a	OK	<a id="CybotCookiebotDialogBodyLevelButtonAccept" href="#" tabindex="0" lang="es">OK</a>
goikogrill.com	6	opt-out option	opt-out option	#CybotCookiebotDialog a	Reject all cookies	<a id="CybotCookiebotDialogBodyLevelButtonLevelOptinDeclineAll" class="CybotCookiebotDialogBodyButton" href="#" tabindex="0" lang="es" style="width: 165px;">Rechazar todas las cookies</a>
goikogrill.com	7	confirm preferences	confirm preferences	#CybotCookiebotDialog a	Allow the selection	<a id="CybotCookiebotDialogBodyLevelButtonLevelOptinAllowallSelection" class="CybotCookiebotDialogBodyButton" href="#" tabindex="0" lang="es" style="width: 165px;">Permitir la selección</a>
goikogrill.com	8	opt-in option	opt-in option	#CybotCookiebotDialog a	Accept all cookies	<a id="CybotCookiebotDialogBodyLevelButtonLevelOptinAllowAll" class="CybotCookiebotDialogBodyButton" href="#" tabindex="0" lang="es" style="width: 165px;">Aceptar todas las cookies</a>
goikogrill.com	9	other	other	#CybotCookiebotDialog a	Show details	<a id="CybotCookiebotDialogBodyLevelDetailsButton" class="CybotCookiebotDialogBodyLink" href="#" tabindex="0" lang="es">Mostrar detalles</a>
goikogrill.com	10	preference slider	preference slider	#CybotCookiebotDialog input[type="checkbox"]	Necessary	<input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonNecessary" class="CybotCookiebotDialogBodyLevelButton CybotCookiebotDialogBodyLevelButtonDisabled" disabled="disabled" checked="checked">
goikogrill.com	11	preference slider	preference slider	#CybotCookiebotDialog input[type="checkbox"]	preferences	<input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonPreferences" class="CybotCookiebotDialogBodyLevelButton" checked="checked" tabindex="0">
goikogrill.com	12	preference slider	preference slider	#CybotCookiebotDialog input[type="checkbox"]	Statistics	<input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonStatistics" class="CybotCookiebotDialogBodyLevelButton" checked="checked" tabindex="0">
goikogrill.com	13	preference slider	preference slider	#CybotCookiebotDialog input[type="checkbox"]	Marketing	<input type="checkbox" id="CybotCookiebotDialogBodyLevelButtonMarketing" class="CybotCookiebotDialogBodyLevelButton" checked="checked" tabindex="0">
goikogrill.com	14	duplicate	duplicate	#CybotCookiebotDialog [class*="Button"]	Reject all cookies	<a id="CybotCookiebotDialogBodyButtonDecline" class="CybotCookiebotDialogBodyButton" href="#" tabindex="0" lang="es">Rechazar todas las cookies</a>
goikogrill.com	15	duplicate	duplicate	#CybotCookiebotDialog [class*="Button"]	Accept	<a id="CybotCookiebotDialogBodyButtonAccept" class="CybotCookiebotDialogBodyButton" href="#" tabindex="0" lang="es">Aceptar</a>
goikogrill.com	16	duplicate	duplicate	#CybotCookiebotDialog [class*="Button"]	Reject all cookies	<a id="CybotCookiebotDialogBodyLevelButtonLevelOptinDeclineAll" class="CybotCookiebotDialogBodyButton" href="#" tabindex="0" lang="es" style="width: 165px;">Rechazar todas las cookies</a>
goikogrill.com	17	duplicate	duplicate	#CybotCookiebotDialog [class*="Button"]	Allow the selection	<a id="CybotCookiebotDialogBodyLevelButtonLevelOptinAllowallSelection" class="CybotCookiebotDialogBodyButton" href="#" tabindex="0" lang="es" style="width: 165px;">Permitir la selección</a>
goikogrill.com	18	duplicate	duplicate	#CybotCookiebotDialog [class*="Button"]	Accept all cookies	<a id="CybotCookiebotDialogBodyLevelButtonLevelOptinAllowAll" class="CybotCookiebotDialogBodyButton" href="#" tabindex="0" lang="es" style="width: 165px;">Aceptar todas las cookies</a>
